Type,Name,Book,Page,Type,Date,StreetNum,Neighborhood,Town,Address,GoogleMapsURL,GooglePlaceID,Latitude,Longitude
GT,ZILLOW HOME LOANS LLC,35673,4,MORTGAGE,4/27/2021,2 CAROLYN RD,,WILMINGTON,"2 Carolyn Road, Wilmington, MA 01887-1438, USA",https://www.google.com/maps/search/?api=1&query=42.5694703%2C-71.1564919&zoom=18&query_place_id=ChIJs7J_9U8K44kR2bJWHD4w2AA,ChIJs7J_9U8K44kR2bJWHD4w2AA,42.5694703,-71.1564919
GT,ZILLOW HOME LOANS LLC,35841,39,MORTGAGE,6/7/2021,5 MARION DR,,TEWKSBURY,"5 Marion Drive, Tewksbury, MA 01876-1224, USA",https://www.google.com/maps/search/?api=1&query=42.6318125%2C-71.2350448&zoom=18&query_place_id=ChIJgXtb2x6n44kRHLn1ZVSm2MY,ChIJgXtb2x6n44kRHLn1ZVSm2MY,42.6318125,-71.2350448
GT,ZILLOW HOME LOANS LLC,35853,41,MORTGAGE,6/8/2021,9 LITCHFIELD AVE,,DRACUT,"9 Litchfield Avenue, Dracut, MA 01826-2557, USA",https://www.google.com/maps/search/?api=1&query=42.6763738%2C-71.3356049&zoom=18&query_place_id=ChIJQRz7LQil44kR35UyaK1f9Kg,ChIJQRz7LQil44kR35UyaK1f9Kg,42.6763738,-71.3356049
GT,ZILLOW HOME LOANS LLC,35853,62,MORTGAGE,6/8/2021,10 LEARY DR,,TEWKSBURY,"10 Leary Drive, Tewksbury, MA 01876-3724, USA",https://www.google.com/maps/search/?api=1&query=42.5987368%2C-71.2423654&zoom=18&query_place_id=ChIJK5o7Gyeh44kRMzBcR9vriVE,ChIJK5o7Gyeh44kRMzBcR9vriVE,42.5987368,-71.2423654
GT,ZILLOW HOME LOANS LLC,35949,50,MORTGAGE,6/30/2021,175 MIDDLESEX ST,,CHELMSFORD,"175 Middlesex Street, Chelmsford, MA 01863-2036, USA",https://www.google.com/maps/search/?api=1&query=42.6352821%2C-71.3656674&zoom=18&query_place_id=ChIJPdumxqak44kRdsH3TyIqp94,ChIJPdumxqak44kRdsH3TyIqp94,42.6352821,-71.3656674
GT,ZILLOW HOME LOANS LLC,35952,201,MORTGAGE,6/30/2021,15 PRIMROSE CIR,,TYNGSBOROUGH,"15 Primrose Lane, Tyngsborough, MA 01879-2445, USA",https://www.google.com/maps/search/?api=1&query=42.6506589%2C-71.4634227&zoom=18&query_place_id=ChIJjSC7p_e744kR42CFUbRSux8,ChIJjSC7p_e744kR42CFUbRSux8,42.6506589,-71.4634227
GT,ZILLOW HOME LOANS LLC,36048,4,MORTGAGE,7/26/2021,8 BALSAM DR,,CHELMSFORD,"8 Balsam Drive, Chelmsford, MA 01824-1602, USA",https://www.google.com/maps/search/?api=1&query=42.6176146%2C-71.3551698&zoom=18&query_place_id=ChIJmaL1Dmmj44kRzY5Cz2lEFPU,ChIJmaL1Dmmj44kRzY5Cz2lEFPU,42.6176146,-71.3551698
GT,ZILLOW HOME LOANS LLC,36136,74,MORTGAGE,8/16/2021,95 TENNIS PLAZA RD UNIT 4,,DRACUT,"95 Tennis Plaza Road UNIT 4, Dracut, MA 01826-6318, USA",https://www.google.com/maps/search/?api=1&query=42.6770707%2C-71.3451235&zoom=18&query_place_id=ChIJz4ktvg-l44kRsTnYYnbaLXI,ChIJz4ktvg-l44kRsTnYYnbaLXI,42.6770707,-71.3451235
GT,ZILLOW HOME LOANS LLC,36361,74,MORTGAGE,10/8/2021,14 DUDLEY RD,,TEWKSBURY,"14 Dudley Road, Tewksbury, MA 01876-4407, USA",https://www.google.com/maps/search/?api=1&query=42.5661293%2C-71.1942707&zoom=18&query_place_id=ChIJhSpQaYCg44kR_zGgwUtlm0o,ChIJhSpQaYCg44kR_zGgwUtlm0o,42.5661293,-71.1942707
GT,ZILLOW HOME LOANS LLC,36617,160,MORTGAGE,12/13/2021,816 LAWRENCE ST UNIT 816A,,LOWELL,"816 Lawrence Street UNIT 816A, Lowell, MA 01852-4742, USA",https://www.google.com/maps/search/?api=1&query=42.6316581%2C-71.2994618&zoom=18&query_place_id=Ejk4MTYgTGF3cmVuY2UgU3RyZWV0IFVOSVQgODE2QSwgTG93ZWxsLCBNQSAwMTg1Mi00NzQyLCBVU0EiIBoeChYKFAoSCSElqHUQpOOJESuvw2sm28z1EgQ4MTZh,Ejk4MTYgTGF3cmVuY2UgU3RyZWV0IFVOSVQgODE2QSwgTG93ZWxsLCBNQSAwMTg1Mi00NzQyLCBVU0EiIBoeChYKFAoSCSElqHUQpOOJESuvw2sm28z1EgQ4MTZh,42.6316581,-71.2994618
GT,ZILLOW HOME LOANS LLC,36723,45,MORTGAGE,1/13/2022,1 JOHN ST,,WILMINGTON,"1 John Street, Wilmington, MA 01887-2812, USA",https://www.google.com/maps/search/?api=1&query=42.542383%2C-71.1884607&zoom=18&query_place_id=ChIJv0VKDqEK44kR-udjrpdrg5I,ChIJv0VKDqEK44kR-udjrpdrg5I,42.542383,-71.1884607
GT,ZILLOW HOME LOANS LLC,37321,129,MORTGAGE,8/23/2022,130 JOHN ST UNIT 456,,LOWELL,"130 John Street Unit 456, Lowell, MA 01852-1164, USA",https://www.google.com/maps/search/?api=1&query=42.648365%2C-71.307886&zoom=18&query_place_id=ChIJh28Xqjmk44kRSWTzuT849uE,ChIJh28Xqjmk44kRSWTzuT849uE,42.648365,-71.307886
GT,ZILLOW HOME LOANS LLC,37333,4,MORTGAGE,8/26/2022,10 WOODBINE RD,,BILLERICA,"10 Woodbine Road, Billerica, MA 01821-2319, USA",https://www.google.com/maps/search/?api=1&query=42.5585529%2C-71.2859433&zoom=18&query_place_id=ChIJQYTlvfWh44kRhMvWHEy4Tx4,ChIJQYTlvfWh44kRhMvWHEy4Tx4,42.5585529,-71.2859433
GT,ZILLOW HOME LOANS LLC,37861,272,MORTGAGE,5/31/2023,2 JEWETT AVE,,LOWELL,"2 Jewett Avenue, Lowell, MA 01850-2006, USA",https://www.google.com/maps/search/?api=1&query=42.6538173%2C-71.3054895&zoom=18&query_place_id=ChIJ6c-JtTak44kRF4ukphoiXOQ,ChIJ6c-JtTak44kRF4ukphoiXOQ,42.6538173,-71.3054895
GT,ZILLOW HOME LOANS LLC,38397,1,MORTGAGE,3/28/2024,72 HERITAGE RD,,DRACUT,"72 Heritage Road, Dracut, MA 01826-4300, USA",https://www.google.com/maps/search/?api=1&query=42.672325%2C-71.361817&zoom=18&query_place_id=ChIJqSmpCSGl44kRQAY-2tPLe8E,ChIJqSmpCSGl44kRQAY-2tPLe8E,42.672325,-71.361817
GT,ZILLOW HOME LOANS LLC,38582,143,MORTGAGE,6/28/2024,200-A MARKET ST UNIT 203,,LOWELL,"200-A Market Street UNIT 203, Lowell, MA 01852-6239, USA",https://www.google.com/maps/search/?api=1&query=42.6433563%2C-71.311798&zoom=18&query_place_id=ChIJz3SJcUCk44kRwRKhuasMogM,ChIJz3SJcUCk44kRwRKhuasMogM,42.6433563,-71.311798
GT,OPENDOOR PROPERTY J LLC,81369,429,DEED,3/28/2023,181 W HILL RD,,MARLBORO,"181 West Hill Road, Marlborough, MA 01752-1133, USA",https://www.google.com/maps/search/?api=1&query=42.3592813%2C-71.5774177&zoom=18&query_place_id=ChIJ1ybh8Kv044kRGWIEafe34E8,ChIJ1ybh8Kv044kRGWIEafe34E8,42.3592813,-71.5774177
GT,OPENDOOR PROPERTY J LLC,81739,128,DEED,7/6/2023,39 CONANT ST,,ACTON,"39 Conant Street, Acton, MA 01720-4205, USA",https://www.google.com/maps/search/?api=1&query=42.4490404%2C-71.4505993&zoom=18&query_place_id=ChIJ5QY2AqOR44kRgk4ygE90VSs,ChIJ5QY2AqOR44kRgk4ygE90VSs,42.4490404,-71.4505993
GR,OPENDOOR PROPERTY J LLC,81762,184,DEED,7/12/2023,181 W HILL RD,,MARLBORO,"181 West Hill Road, Marlborough, MA 01752-1133, USA",https://www.google.com/maps/search/?api=1&query=42.3592813%2C-71.5774177&zoom=18&query_place_id=ChIJ1ybh8Kv044kRGWIEafe34E8,ChIJ1ybh8Kv044kRGWIEafe34E8,42.3592813,-71.5774177
GT,OPENDOOR PROPERTY J LLC,81947,266,DEED,8/30/2023,22 WATERTOWN ST,,LEXINGTON,"22 Watertown Street, Lexington, MA 02421-6320, USA",https://www.google.com/maps/search/?api=1&query=42.4201819%2C-71.2084854&zoom=18&query_place_id=ChIJMQuyc5yd44kRcRDPilN7OrA,ChIJMQuyc5yd44kRcRDPilN7OrA,42.4201819,-71.2084854
GR,OPENDOOR PROPERTY J LLC,82099,189,DEED,10/16/2023,39 CONANT ST,,ACTON,"39 Conant Street, Acton, MA 01720-4205, USA",https://www.google.com/maps/search/?api=1&query=42.4490404%2C-71.4505993&zoom=18&query_place_id=ChIJ5QY2AqOR44kRgk4ygE90VSs,ChIJ5QY2AqOR44kRgk4ygE90VSs,42.4490404,-71.4505993
GT,OPENDOOR PROPERTY J LLC,82260,140,DEED,11/29/2023,6 PARKER RD,,BEDFORD,"6 Parker Road, Bedford, MA 01730-2054, USA",https://www.google.com/maps/search/?api=1&query=42.4772967%2C-71.3146839&zoom=18&query_place_id=ChIJlcdU2maZ44kRTNcszPpxgL8,ChIJlcdU2maZ44kRTNcszPpxgL8,42.4772967,-71.3146839
GR,OPENDOOR PROPERTY J LLC,82513,149,DEED,2/26/2024,22 WATERTOWN ST,,LEXINGTON,"22 Watertown Street, Lexington, MA 02421-6320, USA",https://www.google.com/maps/search/?api=1&query=42.4201819%2C-71.2084854&zoom=18&query_place_id=ChIJMQuyc5yd44kRcRDPilN7OrA,ChIJMQuyc5yd44kRcRDPilN7OrA,42.4201819,-71.2084854
GT,OPENDOOR PROPERTY J LLC,82550,511,DEED,3/8/2024,13 SUNSET AVE,,NORTH READING,"13 Sunset Avenue, North Reading, MA 01864-1408, USA",https://www.google.com/maps/search/?api=1&query=42.5937806%2C-71.0958057&zoom=18&query_place_id=ChIJ18ehGK0O44kRiVc--Cn4Q9U,ChIJ18ehGK0O44kRiVc--Cn4Q9U,42.5937806,-71.0958057
GT,OPENDOOR PROPERTY J LLC,82690,90,DEED,4/23/2024,7 WINDEMERE DR,,ACTON,"7 Windemere Drive, Acton, MA 01720-2023, USA",https://www.google.com/maps/search/?api=1&query=42.4618621%2C-71.4889535&zoom=18&query_place_id=ChIJf42jYC2S44kRUkOVfy3nsE8,ChIJf42jYC2S44kRUkOVfy3nsE8,42.4618621,-71.4889535
GT,OPENDOOR PROPERTY J LLC,82695,480,DEED,4/24/2024,8 BROOKSIDE CIR,,ACTON,"8 Brookside Circle, Acton, MA 01720-5331, USA",https://www.google.com/maps/search/?api=1&query=42.4576938%2C-71.4313305&zoom=18&query_place_id=ChIJ95XD8gGR44kRKct5DYx6wPo,ChIJ95XD8gGR44kRKct5DYx6wPo,42.4576938,-71.4313305
GT,OPENDOOR PROPERTY J LLC,82749,138,DEED,5/8/2024,13 SADDLE HILL RD,,HOPKINTON,"13 Saddle Hill Road, Hopkinton, MA 01748-1151, USA",https://www.google.com/maps/search/?api=1&query=42.2342955%2C-71.5436248&zoom=18&query_place_id=ChIJrQmzHeZ05IkRzSOEgMMii10,ChIJrQmzHeZ05IkRzSOEgMMii10,42.2342955,-71.5436248
GT,OPENDOOR PROPERTY J LLC,82768,138,DEED,5/14/2024,36 FORT MEADOW DR,,HUDSON,"36 Fort Meadow Drive, Hudson, MA 01749-3141, USA",https://www.google.com/maps/search/?api=1&query=42.3758335%2C-71.543776&zoom=18&query_place_id=ChIJ-SUSlpSM44kRhQNAEjjETfA,ChIJ-SUSlpSM44kRhQNAEjjETfA,42.3758335,-71.543776
GT,OPENDOOR PROPERTY J LLC,82844,471,DEED,6/4/2024,559 WATER ST,,FRAMINGHAM,"559 Water Street, Framingham, MA 01701-7651, USA",https://www.google.com/maps/search/?api=1&query=42.3300236%2C-71.4243936&zoom=18&query_place_id=ChIJI-CPNteI44kRR-W9h3aN9WY,ChIJI-CPNteI44kRR-W9h3aN9WY,42.3300236,-71.4243936
GT,OPENDOOR PROPERTY J LLC,82888,300,DEED,6/14/2024,444 LOWELL ST,,READING,"444 Lowell Street, Reading, MA 01867-1532, USA",https://www.google.com/maps/search/?api=1&query=42.5351626%2C-71.1278586&zoom=18&query_place_id=ChIJ3_LdHBYL44kRF7b4Ri3nMhU,ChIJ3_LdHBYL44kRF7b4Ri3nMhU,42.5351626,-71.1278586
GT,OPENDOOR PROPERTY J LLC,82929,138,DEED,6/25/2024,152 WALNUT ST,,NEWTON,"152 Walnut Street, Newton, MA 02460-1627, USA",https://www.google.com/maps/search/?api=1&query=42.354706%2C-71.208347&zoom=18&query_place_id=ChIJo3nRyJaC44kR0zi4dI_fDxI,ChIJo3nRyJaC44kR0zi4dI_fDxI,42.354706,-71.208347
GT,OPENDOOR PROPERTY J LLC,82985,528,DEED,7/10/2024,10 SWEETWATER AVE,,BEDFORD,"10 Sweetwater Avenue, Bedford, MA 01730-1106, USA",https://www.google.com/maps/search/?api=1&query=42.5138807%2C-71.2832356&zoom=18&query_place_id=ChIJZbwVii2f44kRvQtq1TJKdnE,ChIJZbwVii2f44kRvQtq1TJKdnE,42.5138807,-71.2832356
GR,OPENDOOR PROPERTY J LLC,83052,139,DEED,7/26/2024,13 SADDLE HILL RD,,HOPKINTON,"13 Saddle Hill Road, Hopkinton, MA 01748-1151, USA",https://www.google.com/maps/search/?api=1&query=42.2342955%2C-71.5436248&zoom=18&query_place_id=ChIJrQmzHeZ05IkRzSOEgMMii10,ChIJrQmzHeZ05IkRzSOEgMMii10,42.2342955,-71.5436248
GT,OPENDOOR PROPERTY J LLC,83173,558,DEED,8/27/2024,296 SUMMER ST,,ARLINGTON,"296 Summer Street, Arlington, MA 02474-2820, USA",https://www.google.com/maps/search/?api=1&query=42.4232743%2C-71.1678858&zoom=18&query_place_id=ChIJ9ySoskB244kRsJ9tMlvQU7s,ChIJ9ySoskB244kRsJ9tMlvQU7s,42.4232743,-71.1678858
GT,OPENDOOR PROPERTY J LLC,83178,482,DEED,8/28/2024,68 TAMWORTH HILL AVE,,WAKEFIELD,"68 Tamworth Hill Avenue, Wakefield, MA 01880-4209, USA",https://www.google.com/maps/search/?api=1&query=42.4744191%2C-71.0641717&zoom=18&query_place_id=ChIJAxLpqQ9z44kR1uwkYg62WoM,ChIJAxLpqQ9z44kR1uwkYg62WoM,42.4744191,-71.0641717
GR,OPENDOOR PROPERTY J LLC,83283,78,DEED,9/26/2024,6 PARKER RD,,BEDFORD,"6 Parker Road, Bedford, MA 01730-2054, USA",https://www.google.com/maps/search/?api=1&query=42.4772967%2C-71.3146839&zoom=18&query_place_id=ChIJlcdU2maZ44kRTNcszPpxgL8,ChIJlcdU2maZ44kRTNcszPpxgL8,42.4772967,-71.3146839
GR,OPENDOOR PROPERTY J LLC,83312,491,DEED,10/3/2024,1157 FRANKLIN ST,,STONEHAM,"1157 Franklin Street, Stoneham, MA 02180-4304, USA",https://www.google.com/maps/search/?api=1&query=42.4709103%2C-71.0790026&zoom=18&query_place_id=ChIJK4xr53Vz44kRXZqXRwLUl5w,ChIJK4xr53Vz44kRXZqXRwLUl5w,42.4709103,-71.0790026
GT,OPENDOOR PROPERTY J LLC,83373,581,DEED,10/21/2024,15 WINTER ST,,BURLINGTON,"15 Winter Street, Burlington, MA 01803-3228, USA",https://www.google.com/maps/search/?api=1&query=42.5088594%2C-71.1702527&zoom=18&query_place_id=ChIJc9VTykB144kRzrL3qzxfYqo,ChIJc9VTykB144kRzrL3qzxfYqo,42.5088594,-71.1702527
GT,OPENDOOR PROPERTY J LLC,83426,127,DEED,11/1/2024,46 WOODROW ST,,HUDSON,"46 Woodrow Street, Hudson, MA 01749-2848, USA",https://www.google.com/maps/search/?api=1&query=42.3891329%2C-71.5470726&zoom=18&query_place_id=ChIJv0JpoueM44kRDHnoVm9fEeY,ChIJv0JpoueM44kRDHnoVm9fEeY,42.3891329,-71.5470726
GT,OPENDOOR PROPERTY J LLC,83469,285,DEED,11/14/2024,2 BROOKSBIE RD,,BEDFORD,"2 Brooksbie Road, Bedford, MA 01730-1805, USA",https://www.google.com/maps/search/?api=1&query=42.4888176%2C-71.2677709&zoom=18&query_place_id=ChIJxwlQv8Oe44kRWH3STbNGDbU,ChIJxwlQv8Oe44kRWH3STbNGDbU,42.4888176,-71.2677709
GR,OPENDOOR PROPERTY J LLC,83529,53,DEED,11/27/2024,152 WALNUT ST,UNIT B7,NEWTON,"152 Walnut Street, Newton, MA 02460-1627, USA",https://www.google.com/maps/search/?api=1&query=42.354706%2C-71.208347&zoom=18&query_place_id=ChIJo3nRyJaC44kR0zi4dI_fDxI,ChIJo3nRyJaC44kR0zi4dI_fDxI,42.354706,-71.208347
GT,OPENDOOR PROPERTY J LLC,83538,564,DEED,12/3/2024,16 BIRD HILL RD,,LEXINGTON,"16 Bird Hill Road, Lexington, MA 02421-6105, USA",https://www.google.com/maps/search/?api=1&query=42.4234367%2C-71.213399&zoom=18&query_place_id=ChIJC9hF_Jid44kR7V1sIcAn_fE,ChIJC9hF_Jid44kR7V1sIcAn_fE,42.4234367,-71.213399
GT,OPENDOOR PROPERTY J LLC,83556,319,DEED,12/6/2024,37-39 BURNSIDE AVE,UNIT 1,SOMERVILLE,"37-39 Burnside Avenue, Somerville, MA 02144-3101, USA",https://www.google.com/maps/search/?api=1&query=42.3914334%2C-71.1166123&zoom=18&query_place_id=ChIJrSjyRyN344kRMzB4q5btxR4,ChIJrSjyRyN344kRMzB4q5btxR4,42.3914334,-71.1166123
GT,OPENDOOR PROPERTY J LLC,83610,595,DEED,12/20/2024,1165 MAIN ST,,READING,"1165 Main Street, Reading, MA 01867-1305, USA",https://www.google.com/maps/search/?api=1&query=42.5459401%2C-71.1039177&zoom=18&query_place_id=ChIJZd84T3kL44kRNWykFSBNsWE,ChIJZd84T3kL44kRNWykFSBNsWE,42.5459401,-71.1039177
GR,OPENDOOR PROPERTY J LLC,83665,401,DEED,1/10/2025,68 TAMWORTH HILL AVE,,WAKEFIELD,"68 Tamworth Hill Avenue, Wakefield, MA 01880-4209, USA",https://www.google.com/maps/search/?api=1&query=42.4744191%2C-71.0641717&zoom=18&query_place_id=ChIJAxLpqQ9z44kR1uwkYg62WoM,ChIJAxLpqQ9z44kR1uwkYg62WoM,42.4744191,-71.0641717
GR,OPENDOOR PROPERTY J LLC,83697,360,DEED,1/21/2025,10 SWEETWATER AVE,,BEDFORD,"10 Sweetwater Avenue, Bedford, MA 01730-1106, USA",https://www.google.com/maps/search/?api=1&query=42.5138807%2C-71.2832356&zoom=18&query_place_id=ChIJZbwVii2f44kRvQtq1TJKdnE,ChIJZbwVii2f44kRvQtq1TJKdnE,42.5138807,-71.2832356
GT,OPENDOOR PROPERTY J LLC,83714,8,DEED,1/27/2025,14 SANDY BROOK RD,,BURLINGTON,"14 Sandy Brook Road, Burlington, MA 01803-3921, USA",https://www.google.com/maps/search/?api=1&query=42.4976529%2C-71.2128647&zoom=18&query_place_id=ChIJQ9dFecmf44kRMgoV1v0l0-g,ChIJQ9dFecmf44kRMgoV1v0l0-g,42.4976529,-71.2128647
GR,OPENDOOR PROPERTY J LLC,83758,168,DEED,2/10/2025,559 WATER ST,,FRAMINGHAM,"559 Water Street, Framingham, MA 01701-7651, USA",https://www.google.com/maps/search/?api=1&query=42.3300236%2C-71.4243936&zoom=18&query_place_id=ChIJI-CPNteI44kRR-W9h3aN9WY,ChIJI-CPNteI44kRR-W9h3aN9WY,42.3300236,-71.4243936
GR,OPENDOOR PROPERTY J LLC,83798,271,DEED,2/25/2025,7 WINDEMERE DR,,ACTON,"7 Windemere Drive, Acton, MA 01720-2023, USA",https://www.google.com/maps/search/?api=1&query=42.4618621%2C-71.4889535&zoom=18&query_place_id=ChIJf42jYC2S44kRUkOVfy3nsE8,ChIJf42jYC2S44kRUkOVfy3nsE8,42.4618621,-71.4889535
GR,OPENDOOR PROPERTY J LLC,83862,217,DEED,3/17/2025,8 BROOKSIDE CIR,,ACTON,"8 Brookside Circle, Acton, MA 01720-5331, USA",https://www.google.com/maps/search/?api=1&query=42.4576938%2C-71.4313305&zoom=18&query_place_id=ChIJ95XD8gGR44kRKct5DYx6wPo,ChIJ95XD8gGR44kRKct5DYx6wPo,42.4576938,-71.4313305
GT,ZILLOW HOME LOANS LLC,79867,99,MORTGAGE,3/23/2022,59 CEDAR RD N,,MEDFORD,"59 Cedar Road North, Medford, MA 02155-1975, USA",https://www.google.com/maps/search/?api=1&query=42.4288432%2C-71.0916138&zoom=18&query_place_id=ChIJsTxL_FNx44kRIluNgt_iDLo,ChIJsTxL_FNx44kRIluNgt_iDLo,42.4288432,-71.0916138
GT,ZILLOW HOME LOANS LLC,72766,186,MORTGAGE,6/14/2019,94 PLEASANT ST,,AYER,"94 Pleasant Street, Ayer, MA 01432-1113, USA",https://www.google.com/maps/search/?api=1&query=42.5677904%2C-71.5851719&zoom=18&query_place_id=ChIJa8xEksXq44kRvOmT4Pu1Nqs,ChIJa8xEksXq44kRvOmT4Pu1Nqs,42.5677904,-71.5851719
GT,ZILLOW HOME LOANS LLC,73012,273,MORTGAGE,7/29/2019,83 W ACTON RD,,STOW,"83 West Acton Road, Stow, MA 01775-2112, USA",https://www.google.com/maps/search/?api=1&query=42.4448284%2C-71.5000833&zoom=18&query_place_id=ChIJjbguRxWS44kRbDch2zf6FKY,ChIJjbguRxWS44kRbDch2zf6FKY,42.4448284,-71.5000833
GT,ZILLOW HOME LOANS LLC,73042,441,MORTGAGE,8/1/2019,71 COLBURN ST,,WALTHAM,"71 Colburn Street, Waltham, MA 02453-1601, USA",https://www.google.com/maps/search/?api=1&query=42.3741816%2C-71.266647&zoom=18&query_place_id=ChIJ9XZ72EaD44kRoNq8adC5kvw,ChIJ9XZ72EaD44kRoNq8adC5kvw,42.3741816,-71.266647
GT,ZILLOW HOME LOANS LLC,73699,420,MORTGAGE,11/22/2019,336 BROOK ST,,FRAMINGHAM,"336 Brook Street, Framingham, MA 01701-4369, USA",https://www.google.com/maps/search/?api=1&query=42.319211%2C-71.4268983&zoom=18&query_place_id=ChIJi4NOh-CI44kR07JydN0OAXg,ChIJi4NOh-CI44kR07JydN0OAXg,42.319211,-71.4268983
GT,ZILLOW HOME LOANS LLC,73829,296,MORTGAGE,12/16/2019,10 NIRA ST,,MALDEN,"10 Nira Street, Malden, MA 02148-2916, USA",https://www.google.com/maps/search/?api=1&query=42.4324813%2C-71.0557504&zoom=18&query_place_id=ChIJtXyOqtZz44kRBYzMrHWqZz8,ChIJtXyOqtZz44kRBYzMrHWqZz8,42.4324813,-71.0557504
GT,ZILLOW HOME LOANS LLC,74062,24,MORTGAGE,1/30/2020,110 AMHERST ST,,WALTHAM,"110 Amherst Avenue, Waltham, MA 02451-3168, USA",https://www.google.com/maps/search/?api=1&query=42.4023527%2C-71.2419042&zoom=18&query_place_id=ChIJy9cP2d-c44kRJDh8B4BcRaQ,ChIJy9cP2d-c44kRJDh8B4BcRaQ,42.4023527,-71.2419042
GT,ZILLOW HOME LOANS LLC,74287,298,MORTGAGE,3/13/2020,209 WOOD ST,,HOPKINTON,"209 Wood Street, Hopkinton, MA 01748-1013, USA",https://www.google.com/maps/search/?api=1&query=42.2360097%2C-71.5594295&zoom=18&query_place_id=ChIJHa46RMV05IkRSzdfmzjnpWU,ChIJHa46RMV05IkRSzdfmzjnpWU,42.2360097,-71.5594295
GT,ZILLOW HOME LOANS LLC,75114,244,MORTGAGE,7/14/2020,129 HAZEN RD,,SHIRLEY,"129 Hazen Road, Shirley, MA 01464-2709, USA",https://www.google.com/maps/search/?api=1&query=42.5730775%2C-71.6240758&zoom=18&query_place_id=ChIJ82EQoVnq44kRJ-30UKTfLy8,ChIJ82EQoVnq44kRJ-30UKTfLy8,42.5730775,-71.6240758
GT,ZILLOW HOME LOANS LLC,75122,423,MORTGAGE,7/15/2020,162 MAPLE ST,,LEXINGTON,"162 Maple Street, Lexington, MA 02420-2520, USA",https://www.google.com/maps/search/?api=1&query=42.4448669%2C-71.1972511&zoom=18&query_place_id=ChIJZbEMnvmd44kRpufBZNXf-BM,ChIJZbEMnvmd44kRpufBZNXf-BM,42.4448669,-71.1972511
GT,ZILLOW HOME LOANS LLC,75233,490,MORTGAGE,7/29/2020,515 CONCORD RD,,SUDBURY,"515 Concord Road, Sudbury, MA 01776-1827, USA",https://www.google.com/maps/search/?api=1&query=42.3942197%2C-71.4041584&zoom=18&query_place_id=ChIJbXh9WOqP44kRg3cUhhv-pTs,ChIJbXh9WOqP44kRg3cUhhv-pTs,42.3942197,-71.4041584
GT,ZILLOW HOME LOANS LLC,75488,93,MORTGAGE,8/31/2020,107-109 MUSEUM ST,,CAMBRIDGE,"107-109 Museum Street, Cambridge, MA 02138-1923, USA",https://www.google.com/maps/search/?api=1&query=42.3817979%2C-71.1119895&zoom=18&query_place_id=ChIJ0UetXzh344kRAnmt9BEHge4,ChIJ0UetXzh344kRAnmt9BEHge4,42.3817979,-71.1119895
GT,ZILLOW HOME LOANS LLC,75600,105,MORTGAGE,9/14/2020,1285 ELM ST,,CONCORD,"1285 Elm Street, Concord, MA 01742-2103, USA",https://www.google.com/maps/search/?api=1&query=42.4717251%2C-71.4044383&zoom=18&query_place_id=ChIJ5QwrOb-Q44kRu9O_IL6n6co,ChIJ5QwrOb-Q44kRu9O_IL6n6co,42.4717251,-71.4044383
GT,ZILLOW HOME LOANS LLC,75632,242,MORTGAGE,9/16/2020,3 HEARTWOOD WAY,,HOPKINTON,"3 Heartwood Way, Hopkinton, MA 01748-2787, USA",https://www.google.com/maps/search/?api=1&query=42.2310456%2C-71.4954225&zoom=18&query_place_id=ChIJHSaqATR05IkRVaZmY5DPd-Q,ChIJHSaqATR05IkRVaZmY5DPd-Q,42.2310456,-71.4954225
GT,ZILLOW HOME LOANS LLC,75700,582,MORTGAGE,9/23/2020,31-33 SCHOOL ST,UNIT 1,EVERETT,"31-33 School Street, Everett, MA 02149-3458, USA",https://www.google.com/maps/search/?api=1&query=42.4036228%2C-71.0599187&zoom=18&query_place_id=ChIJzfXcQQ5x44kRrJ126ft6Qzg,ChIJzfXcQQ5x44kRrJ126ft6Qzg,42.4036228,-71.0599187
GT,ZILLOW HOME LOANS LLC,75862,328,MORTGAGE,10/13/2020,165 ELGIN ST,,NEWTON,"165 Elgin Street, Newton, MA 02459-2301, USA",https://www.google.com/maps/search/?api=1&query=42.3276424%2C-71.1846871&zoom=18&query_place_id=ChIJFTRM6oR444kR5QfjOw4i3i4,ChIJFTRM6oR444kR5QfjOw4i3i4,42.3276424,-71.1846871
GT,ZILLOW HOME LOANS LLC,75913,581,MORTGAGE,10/19/2020,5 IVY LN,,ASHLAND,"5 Ivy Lane, Ashland, MA 01721-1043, USA",https://www.google.com/maps/search/?api=1&query=42.2761006%2C-71.4951436&zoom=18&query_place_id=ChIJ7ZRFgAmK44kRajfFrYdK3vU,ChIJ7ZRFgAmK44kRajfFrYdK3vU,42.2761006,-71.4951436
GT,ZILLOW HOME LOANS LLC,75978,441,MORTGAGE,10/26/2020,63 EVERGREEN AVE,UNIT 11,BEDFORD,"63 Evergreen Avenue, Bedford, MA 01730-2339, USA",https://www.google.com/maps/search/?api=1&query=42.4759931%2C-71.2651775&zoom=18&query_place_id=ChIJDWdmvb2e44kRSt8Pp4lbTSY,ChIJDWdmvb2e44kRSt8Pp4lbTSY,42.4759931,-71.2651775
